513,71,120
514,79,368
515,115,28
516,59,114
517,105,32
518,84,241
519,68,102
520,117,25
521,85,393
522,73,57
523,65,360
524,132,407
525,69,358
526,40,344
527,67,311
528,132,408
529,63,337
530,60,66
531,86,242
532,183,241
533,132,301
534,73,361
535,97,132
536,52,344
537,117,26
538,69,360
539,89,239
540,91,241
541,116,400
542,79,365
543,75,358
544,58,351
545,110,33
546,67,352
547,60,333
548,88,238
549,49,285
550,70,60
551,64,64
552,61,65
553,48,334
554,53,333
555,86,240
556,71,243
557,53,280
558,66,64
559,97,37
560,55,338
561,59,335
562,43,250
563,65,246
564,75,100
565,62,354
566,152,287
567,81,350
568,115,26
569,59,343
570,82,362
571,85,351
572,76,109
573,70,357
574,70,63
575,132,302
576,70,363
577,46,284
578,73,318
579,85,187
580,117,405
581,13,346
582,76,316
583,54,334
584,75,315
585,44,282
586,96,329
587,52,328
588,84,351
589,76,237
590,171,36
591,54,340
592,98,42
593,131,407
594,69,363
595,82,365
596,51,337
597,68,328
598,143,370
599,75,108
600,84,366
601,53,281
602,67,102
603,77,318
604,97,36
605,74,315
606,74,241
607,58,343
608,121,405
609,45,286
610,79,359
611,152,28
612,98,33
613,64,107
614,60,330
615,61,69
616,65,153
617,49,342
618,65,104
619,98,37
620,117,399
621,67,359
622,62,240
623,13,344
624,111,32
625,74,113
626,75,53
627,86,338
628,61,284
629,80,327
630,80,107
631,86,241
632,49,344
633,80,362
634,60,350
635,57,241
636,56,337
637,75,323
638,58,238
639,62,331
640,82,370
641,75,365
642,76,110
643,60,353
644,63,356
645,60,354
646,50,342
647,47,294
648,40,331
649,120,23
650,82,348
651,61,281
652,57,240
653,42,280
654,71,356
655,49,272
656,45,292
657,45,293
658,59,238
659,45,256
660,18,353
661,61,332
662,15,341
663,71,349
664,47,326
665,114,31
666,68,352
667,30,351
668,53,346
669,106,21
670,79,327
671,75,320
672,58,340
673,58,331
674,55,333
675,84,34
676,59,237
677,53,331
678,65,359
679,74,316
680,68,362
681,124,403
682,66,356
683,57,333
684,47,333
685,47,327
686,53,289
687,63,355
688,95,34
689,52,275
690,78,238
691,48,258
692,66,361
693,114,28
694,49,345
695,57,348
696,76,362
697,69,63
698,65,326
699,48,276
700,61,339
701,46,332
702,171,195
703,66,325
704,70,349
705,82,358
706,33,339
707,92,45
708,65,355
709,72,319
710,154,27
711,75,110
712,12,347
713,62,346
714,53,330
715,44,289
716,56,342
717,61,239
718,114,26
719,55,335
720,70,321
721,46,291
722,75,60
723,65,286
724,65,240
725,142,409
726,31,350
727,67,355
728,113,30
729,60,241
730,56,335
731,146,181
732,73,360
733,71,373
734,126,411
735,74,377
736,57,345
737,136,392
738,51,281
739,48,320
740,96,33
741,3,356
742,68,353
743,83,369
744,57,349
745,52,278
746,87,240
747,82,339
748,71,242
749,145,71
750,45,275
751,50,344
752,74,376
753,63,324
754,57,337
755,45,335
756,47,284
757,63,331
758,144,368
759,117,401
760,69,346
761,86,340
762,104,38
763,58,241
764,77,49
765,45,334
766,33,344
767,47,332
768,71,314
769,139,13
770,49,333
771,182,241
772,50,288
773,93,41
774,77,363
775,46,346
776,44,292
777,16,341
778,73,320
779,124,22
780,59,334
781,61,331
782,118,24
783,50,278
784,77,361
785,44,283
786,5,356
787,41,338
788,119,405
789,77,239
790,75,258
791,45,248
792,78,146
793,58,350
794,81,102
795,144,129
796,78,320
797,169,249
798,14,344
799,68,346
800,73,319
801,52,331
802,55,339
803,135,408
804,77,382
805,136,385
806,57,347
807,49,329
808,145,177
809,131,416
810,76,327
811,84,240
812,53,340
813,94,331
814,76,320
815,84,356
816,56,229
817,60,338
818,55,344
819,79,315
820,77,108
821,60,328
822,98,43
823,55,330
824,57,346
825,20,347
826,102,335
827,33,340
828,75,242
829,70,362
830,85,349
831,78,379
832,113,32
833,74,53
834,46,333
835,56,343
836,8,347
837,68,71
838,81,366
839,79,354
840,45,305
841,83,349
842,13,345
843,71,357
844,54,345
845,85,346
846,74,320
847,61,221
848,48,282
849,78,285
850,48,217
851,83,370
852,36,344
853,60,329
854,65,325
855,79,360
856,130,408
857,114,403
858,94,36
859,62,283
860,97,131
861,77,292
862,104,37
863,54,283
864,51,336
865,127,403
866,66,63
867,177,92
868,58,335
869,57,335
870,146,71
871,49,277
872,98,336
873,38,349
874,58,342
875,45,299
876,123,22
877,98,335
878,73,356
879,28,339
880,62,344
881,71,362
882,53,326
883,60,239
884,33,351
885,85,350
886,52,339
887,68,344
888,65,354
889,69,64
890,71,367
891,35,350
892,63,333
893,73,324
894,67,347
895,78,294
896,53,348
897,59,323
898,110,19
899,97,329
900,134,415
901,51,117
902,62,215
903,70,301
904,51,327
905,58,239
906,66,357
907,77,368
908,66,321
909,144,390
910,84,355
911,98,32
912,61,353
913,77,317
914,54,349
915,48,333
916,34,339
917,88,151
918,86,350
919,70,242
920,55,238
921,91,46
922,73,235
923,74,321
924,109,35
925,67,363
926,53,282
927,71,366
928,46,292
929,78,319
930,29,206
931,63,329
932,121,21
933,60,341
934,88,241
935,68,359
936,18,349
937,74,62
938,107,34
939,86,346
940,71,319
941,60,334
942,57,343
943,61,241
944,48,285
945,184,241
946,110,29
947,84,336
948,47,331
949,51,342
950,79,293
951,50,282
952,71,320
953,115,9
954,71,280
955,58,242
956,76,368
957,45,304
958,83,358
959,75,52
960,99,330
961,110,31
962,50,341
963,64,356
964,111,33
965,151,28
966,68,103
967,42,281
968,85,239
969,69,107
970,140,12
971,56,326
972,56,334
973,85,361
974,64,331
975,76,108
976,144,380
977,104,36
978,57,336
979,159,190
980,35,349
981,151,172
982,159,291
983,63,235
984,46,256
985,62,338
986,65,63
987,151,29
988,54,333
989,62,350
990,63,240
991,10,210
992,129,409
993,117,27
994,84,242
